Tarih,Saat,Basinc,Rakim,Sicaklik
11/11/2023,9:9:6,924.53,766.20,15.51
11/11/2023,9:9:12,924.42,767.16,15.52
11/11/2023,9:9:18,924.40,767.36,15.51
11/11/2023,9:9:24,924.38,767.57,15.51
11/11/2023,9:9:30,924.39,767.46,15.51
11/11/2023,9:9:36,924.53,766.21,15.51
11/11/2023,9:9:42,924.51,766.40,15.51
11/11/2023,9:9:48,924.44,766.98,15.51
11/11/2023,9:9:54,924.38,767.51,15.52
11/11/2023,9:10:0,924.43,767.09,15.52
11/11/2023,9:10:6,924.41,767.24,15.51
11/11/2023,9:10:12,924.49,766.56,15.52
11/11/2023,9:10:18,924.50,766.45,15.52
11/11/2023,9:10:24,924.36,767.75,15.51
11/11/2023,9:10:30,924.51,766.35,15.51
11/11/2023,9:10:36,924.47,766.70,15.51
11/11/2023,9:10:42,924.44,767.00,15.51
11/11/2023,9:10:48,924.44,767.02,15.51
11/11/2023,9:10:54,924.42,767.13,15.52
11/11/2023,9:11:0,924.43,767.08,15.53
11/11/2023,9:11:6,924.54,766.11,15.52
11/11/2023,9:11:12,924.49,766.54,15.53
11/11/2023,9:11:18,924.48,766.60,15.53
11/11/2023,9:11:24,924.44,766.94,15.54
11/11/2023,9:11:30,924.47,766.75,15.54
11/11/2023,9:11:36,924.38,767.56,15.55
11/11/2023,9:11:42,924.42,767.16,15.55
11/11/2023,9:11:48,924.53,766.20,15.54
11/11/2023,9:11:54,924.38,767.50,15.55
11/11/2023,9:12:0,924.43,767.12,15.56
11/11/2023,9:12:6,924.41,767.23,15.56
11/11/2023,9:12:12,924.34,767.84,15.55
11/11/2023,9:12:18,924.41,767.26,15.57
11/11/2023,9:12:24,924.46,766.83,15.57
11/11/2023,9:12:30,924.42,767.18,15.56
11/11/2023,9:12:36,924.40,767.35,15.56
11/11/2023,9:12:42,924.38,767.50,15.56
11/11/2023,9:12:48,924.42,767.12,15.56
11/11/2023,9:12:54,924.42,767.20,15.56
11/11/2023,9:13:0,924.45,766.94,15.56
11/11/2023,9:13:6,924.43,767.04,15.55
11/11/2023,9:13:12,924.42,767.17,15.56
11/11/2023,9:13:18,924.43,767.10,15.55
11/11/2023,9:13:24,924.42,767.12,15.56
11/11/2023,9:13:30,924.45,766.86,15.55
11/11/2023,9:13:36,924.43,767.04,15.55
11/11/2023,9:13:42,924.44,766.96,15.55
11/11/2023,9:13:48,924.36,767.68,15.55
11/11/2023,9:13:54,924.44,767.03,15.55
11/11/2023,9:14:0,924.39,767.39,15.56
11/11/2023,9:14:6,924.44,767.01,15.56
11/11/2023,9:14:12,924.40,767.34,15.57
11/11/2023,9:14:18,924.40,767.31,15.57
11/11/2023,9:14:24,924.37,767.58,15.58
11/11/2023,9:14:31,924.36,767.73,15.59
11/11/2023,9:14:37,924.28,768.44,15.58
11/11/2023,9:14:43,924.34,767.91,15.59
11/11/2023,9:14:49,924.41,767.22,15.60
11/11/2023,9:14:55,924.37,767.61,15.60
11/11/2023,9:15:1,924.33,767.99,15.59
11/11/2023,9:15:7,924.35,767.75,15.60
11/11/2023,9:15:13,924.35,767.77,15.60
11/11/2023,9:15:19,924.38,767.56,15.61
11/11/2023,9:15:25,924.37,767.61,15.61
11/11/2023,9:15:31,924.36,767.70,15.61
11/11/2023,9:15:37,924.40,767.35,15.60
11/11/2023,9:15:43,924.24,768.80,15.60
11/11/2023,9:15:49,924.28,768.41,15.61
11/11/2023,9:15:55,924.29,768.32,15.61
11/11/2023,9:16:1,924.32,768.04,15.61
11/11/2023,9:16:7,924.40,767.38,15.61
11/11/2023,9:16:13,924.43,767.05,15.61
11/11/2023,9:16:19,924.45,766.93,15.62
11/11/2023,9:16:25,924.29,768.29,15.61
11/11/2023,9:16:31,924.32,768.02,15.61
11/11/2023,9:16:37,924.29,768.37,15.61
11/11/2023,9:16:43,924.39,767.47,15.62
11/11/2023,9:16:49,924.39,767.47,15.61
11/11/2023,9:16:55,924.27,768.50,15.61
11/11/2023,9:17:1,924.27,768.51,15.61
11/11/2023,9:17:7,924.42,767.17,15.61
11/11/2023,9:17:13,924.39,767.40,15.61
11/11/2023,9:17:19,924.41,767.28,15.62
11/11/2023,9:17:25,924.36,767.67,15.62
11/11/2023,9:17:31,924.45,766.93,15.62
11/11/2023,9:17:37,924.36,767.66,15.63
11/11/2023,9:17:43,924.36,767.70,15.64
11/11/2023,9:17:49,924.41,767.28,15.65
11/11/2023,9:17:55,924.33,767.95,15.65
11/11/2023,9:18:1,924.33,767.96,15.64
11/11/2023,9:18:7,924.36,767.70,15.66
11/11/2023,9:18:13,924.32,768.05,15.66
11/11/2023,9:18:19,924.42,767.20,15.66
11/11/2023,9:18:25,924.40,767.32,15.67
11/11/2023,9:18:31,924.36,767.74,15.66
11/11/2023,9:18:37,924.33,767.94,15.66
11/11/2023,9:18:43,924.42,767.15,15.67
11/11/2023,9:18:49,924.37,767.61,15.66
11/11/2023,9:18:55,924.37,767.61,15.66
11/11/2023,9:19:1,924.43,767.07,15.67
11/11/2023,9:19:7,924.38,767.48,15.66
11/11/2023,9:19:13,924.38,767.53,15.66
11/11/2023,9:19:19,924.35,767.79,15.66
11/11/2023,9:19:25,924.42,767.18,15.66
11/11/2023,9:19:31,924.35,767.75,15.66
11/11/2023,9:19:37,924.26,768.57,15.65
11/11/2023,9:19:43,924.38,767.50,15.65
11/11/2023,9:19:49,924.32,768.04,15.65
11/11/2023,9:19:55,924.33,767.93,15.65
11/11/2023,9:20:1,924.31,768.14,15.65
11/11/2023,9:20:7,924.33,767.95,15.65
11/11/2023,9:20:13,924.38,767.49,15.65
11/11/2023,9:20:19,924.36,767.69,15.65
11/11/2023,9:20:26,924.34,767.89,15.65
11/11/2023,9:20:32,924.37,767.63,15.65
11/11/2023,9:20:38,924.33,767.97,15.66
11/11/2023,9:20:44,924.31,768.19,15.65
11/11/2023,9:20:50,924.33,767.97,15.65
11/11/2023,9:20:56,924.32,768.07,15.65
11/11/2023,9:21:2,924.33,767.96,15.66
11/11/2023,9:21:8,924.44,766.97,15.66
11/11/2023,9:21:14,924.42,767.18,15.66
11/11/2023,9:21:20,924.31,768.14,15.67
11/11/2023,9:21:26,924.26,768.63,15.68
11/11/2023,9:21:32,924.31,768.19,15.68
11/11/2023,9:21:38,924.31,768.18,15.68
11/11/2023,9:21:44,924.27,768.50,15.68
11/11/2023,9:21:50,924.23,768.87,15.69
11/11/2023,9:21:56,924.26,768.57,15.69
11/11/2023,9:22:2,924.28,768.40,15.70
11/11/2023,9:22:8,924.25,768.68,15.70
11/11/2023,9:22:14,924.23,768.86,15.71
11/11/2023,9:22:20,924.23,768.87,15.73
11/11/2023,9:22:26,924.20,769.11,15.73
11/11/2023,9:22:32,924.26,768.60,15.73
11/11/2023,9:22:38,924.25,768.71,15.74
11/11/2023,9:22:44,924.26,768.58,15.75
11/11/2023,9:22:50,924.26,768.58,15.77
11/11/2023,9:22:56,924.24,768.74,15.77
11/11/2023,9:23:2,924.27,768.50,15.77
11/11/2023,9:23:8,924.31,768.18,15.77
11/11/2023,9:23:14,924.23,768.87,15.77
11/11/2023,9:23:20,924.27,768.54,15.77
11/11/2023,9:23:26,924.31,768.15,15.78
11/11/2023,9:23:32,924.20,769.16,15.77
11/11/2023,9:23:38,924.28,768.42,15.77
11/11/2023,9:23:44,924.24,768.81,15.76
11/11/2023,9:23:50,924.21,769.07,15.76
11/11/2023,9:23:56,924.20,769.16,15.76
11/11/2023,9:24:2,924.28,768.43,15.75
11/11/2023,9:24:8,924.33,767.99,15.76
11/11/2023,9:24:14,924.29,768.31,15.75
11/11/2023,9:24:20,924.24,768.74,15.75
11/11/2023,9:24:26,924.20,769.12,15.75
11/11/2023,9:24:32,924.26,768.57,15.75
11/11/2023,9:24:38,924.21,769.01,15.74
11/11/2023,9:24:44,924.25,768.71,15.74
11/11/2023,9:24:50,924.31,768.17,15.74
11/11/2023,9:24:56,924.31,768.16,15.74
11/11/2023,9:25:2,924.20,769.12,15.73
11/11/2023,9:25:8,924.28,768.43,15.73
11/11/2023,9:25:14,924.26,768.63,15.73
11/11/2023,9:25:20,924.23,768.85,15.73
11/11/2023,9:25:26,924.23,768.90,15.73
11/11/2023,9:25:32,924.32,768.10,15.73
11/11/2023,9:25:38,924.29,768.37,15.73
11/11/2023,9:25:44,924.22,768.95,15.73
11/11/2023,9:25:50,924.26,768.57,15.74
11/11/2023,9:25:56,924.26,768.60,15.75
11/11/2023,9:26:2,924.23,768.91,15.73
11/11/2023,9:26:8,924.28,768.46,15.70
11/11/2023,9:26:14,924.26,768.61,15.67
11/11/2023,9:26:20,924.15,769.61,15.66
11/11/2023,9:26:27,924.25,768.69,15.61
11/11/2023,9:26:33,924.31,768.18,15.56
11/11/2023,9:26:39,924.30,768.28,15.52
11/11/2023,9:26:45,924.23,768.84,15.48
11/11/2023,9:26:51,924.24,768.76,15.42
11/11/2023,9:26:57,924.26,768.62,15.40
11/11/2023,9:27:3,924.24,768.81,15.39
11/11/2023,9:27:9,924.35,767.83,15.38
11/11/2023,9:27:15,924.21,769.01,15.36
11/11/2023,9:27:21,924.29,768.36,15.35
11/11/2023,9:27:27,924.26,768.64,15.36
11/11/2023,9:27:33,924.23,768.84,15.36
11/11/2023,9:27:39,924.33,767.94,15.36
11/11/2023,9:27:45,924.25,768.73,15.36
11/11/2023,9:27:51,924.22,768.96,15.36
11/11/2023,9:27:57,924.20,769.14,15.36
11/11/2023,9:28:3,924.17,769.41,15.36
11/11/2023,9:28:9,924.31,768.18,15.36
11/11/2023,9:28:15,924.23,768.83,15.36
11/11/2023,9:28:21,924.19,769.19,15.35
11/11/2023,9:28:27,924.23,768.89,15.34
11/11/2023,9:28:33,924.23,768.91,15.35
11/11/2023,9:28:39,924.20,769.11,15.35
11/11/2023,9:28:45,924.26,768.64,15.34
11/11/2023,9:28:51,924.23,768.88,15.34
11/11/2023,9:28:57,924.22,768.93,15.34
11/11/2023,9:29:3,924.29,768.35,15.34
11/11/2023,9:29:9,924.23,768.87,15.33
11/11/2023,9:29:15,924.27,768.53,15.33
11/11/2023,9:29:21,924.28,768.46,15.32
11/11/2023,9:29:27,924.27,768.50,15.32
11/11/2023,9:29:33,924.24,768.81,15.31
11/11/2023,9:29:39,924.20,769.17,15.32
11/11/2023,9:29:45,924.26,768.60,15.32
11/11/2023,9:29:51,924.19,769.26,15.31
11/11/2023,9:29:57,924.29,768.36,15.31
11/11/2023,9:30:3,924.43,767.08,15.31
11/11/2023,9:30:9,924.36,767.72,15.31
11/11/2023,9:30:15,924.45,766.89,15.30
11/11/2023,9:30:21,924.38,767.51,15.30
11/11/2023,9:30:27,924.39,767.42,15.30
11/11/2023,9:30:33,924.24,768.79,15.30
11/11/2023,9:30:39,924.23,768.84,15.29
11/11/2023,9:30:45,924.38,767.55,15.28
11/11/2023,9:30:51,924.37,767.63,15.28
11/11/2023,9:30:57,924.46,766.81,15.27
11/11/2023,9:31:3,924.41,767.21,15.27
11/11/2023,9:31:9,924.37,767.64,15.27
11/11/2023,9:31:15,924.37,767.61,15.27
11/11/2023,9:31:21,924.35,767.80,15.26
11/11/2023,9:31:27,924.39,767.41,15.26
11/11/2023,9:31:33,924.35,767.79,15.26
11/11/2023,9:31:39,924.50,766.48,15.25
11/11/2023,9:31:45,924.39,767.44,15.25
11/11/2023,9:31:51,924.22,768.97,15.25
11/11/2023,9:31:57,924.17,769.41,15.25
11/11/2023,9:32:3,924.43,767.04,15.25
11/11/2023,9:32:9,924.49,766.50,15.24
11/11/2023,9:32:15,924.49,766.53,15.24
11/11/2023,9:32:22,924.49,766.52,15.24
11/11/2023,9:32:28,924.50,766.43,15.25
11/11/2023,9:32:34,924.44,766.97,15.25
11/11/2023,9:32:40,924.51,766.32,15.25
11/11/2023,9:32:46,924.54,766.08,15.26
11/11/2023,9:32:52,924.46,766.77,15.27
11/11/2023,9:32:58,924.56,765.93,15.27
11/11/2023,9:33:4,924.50,766.46,15.27
11/11/2023,9:33:10,924.50,766.43,15.26
11/11/2023,9:33:16,924.55,765.98,15.26
11/11/2023,9:33:22,924.64,765.19,15.27
11/11/2023,9:33:28,924.67,764.93,15.26
11/11/2023,9:33:34,924.74,764.31,15.27
11/11/2023,9:33:40,924.74,764.34,15.27
11/11/2023,9:33:46,924.75,764.23,15.26
11/11/2023,9:33:52,924.82,763.56,15.26
11/11/2023,9:33:58,924.76,764.08,15.27
11/11/2023,9:34:4,924.73,764.40,15.26
11/11/2023,9:34:10,924.85,763.29,15.26
11/11/2023,9:34:16,924.91,762.74,15.26
11/11/2023,9:34:22,925.11,761.02,15.25
11/11/2023,9:34:28,925.32,759.09,15.25
11/11/2023,9:34:34,925.46,757.85,15.26
11/11/2023,9:34:40,925.61,756.52,15.27
11/11/2023,9:34:46,925.69,755.80,15.27
11/11/2023,9:34:52,925.88,754.10,15.26
11/11/2023,9:34:58,925.78,754.94,15.26
11/11/2023,9:35:4,925.87,754.14,15.26
11/11/2023,9:35:10,925.89,754.03,15.26
11/11/2023,9:35:16,925.80,754.80,15.26
11/11/2023,9:35:22,925.92,753.74,15.27
11/11/2023,9:35:28,925.87,754.14,15.27
11/11/2023,9:35:34,925.95,753.48,15.27
11/11/2023,9:35:40,925.94,753.56,15.28
11/11/2023,9:35:46,925.95,753.46,15.29
11/11/2023,9:35:52,925.97,753.28,15.28
11/11/2023,9:35:58,925.99,753.12,15.28
11/11/2023,9:36:4,925.95,753.43,15.29
11/11/2023,9:36:10,926.17,751.47,15.30
11/11/2023,9:36:16,926.32,750.16,15.29
11/11/2023,9:36:22,926.41,749.37,15.30
11/11/2023,9:36:28,926.43,749.13,15.29
11/11/2023,9:36:34,926.46,748.91,15.30
11/11/2023,9:36:40,926.58,747.78,15.30
11/11/2023,9:36:46,926.41,749.36,15.30
11/11/2023,9:36:52,926.28,750.46,15.30
11/11/2023,9:36:58,926.40,749.40,15.29
11/11/2023,9:37:4,926.59,747.69,15.30
11/11/2023,9:37:10,926.82,745.64,15.30
11/11/2023,9:37:16,926.86,745.28,15.30
11/11/2023,9:37:22,926.98,744.25,15.31
11/11/2023,9:37:28,927.17,742.57,15.32
11/11/2023,9:37:34,927.51,739.54,15.33
11/11/2023,9:37:40,927.68,738.02,15.33
11/11/2023,9:37:46,927.73,737.54,15.33
11/11/2023,9:37:52,927.87,736.30,15.33
11/11/2023,9:37:58,927.91,735.94,15.34
11/11/2023,9:38:4,927.93,735.76,15.34
11/11/2023,9:38:10,927.97,735.35,15.34
11/11/2023,9:38:16,927.98,735.26,15.33
11/11/2023,9:38:23,927.99,735.24,15.34
11/11/2023,9:38:29,927.95,735.53,15.34
11/11/2023,9:38:35,927.97,735.35,15.35
11/11/2023,9:38:41,927.97,735.39,15.35
11/11/2023,9:38:47,928.10,734.25,15.34
11/11/2023,9:38:53,928.16,733.72,15.34
11/11/2023,9:38:59,928.36,731.89,15.35
11/11/2023,9:39:5,928.45,731.13,15.35
11/11/2023,9:39:11,928.34,732.06,15.36
11/11/2023,9:39:17,928.47,730.91,15.36
11/11/2023,9:39:23,928.48,730.82,15.36
11/11/2023,9:39:29,928.63,729.46,15.36
11/11/2023,9:39:35,928.76,728.33,15.38
11/11/2023,9:39:41,928.82,727.79,15.37
11/11/2023,9:39:47,928.93,726.83,15.38
11/11/2023,9:39:53,928.94,726.71,15.37
11/11/2023,9:39:59,929.04,725.79,15.37
11/11/2023,9:40:35,767.75,2279.49,42.50
11/11/2023,9:40:41,929.69,720.02,15.31
11/11/2023,9:40:47,929.74,719.57,15.33
11/11/2023,9:40:53,929.91,718.03,15.34
11/11/2023,9:40:59,930.07,716.62,15.34
11/11/2023,9:41:5,930.03,716.95,15.35
11/11/2023,9:41:11,930.04,716.87,15.35
11/11/2023,9:41:17,930.09,716.50,15.36
11/11/2023,9:41:23,930.04,716.89,15.35
11/11/2023,9:41:29,930.12,716.20,15.35
11/11/2023,9:41:35,930.09,716.45,15.36
11/11/2023,9:41:41,930.20,715.45,15.36
11/11/2023,9:41:47,930.17,715.73,15.36
11/11/2023,9:41:53,930.20,715.47,15.36
11/11/2023,9:41:59,929.93,717.84,15.37
11/11/2023,9:42:5,929.89,718.23,15.37
11/11/2023,9:42:11,930.04,716.94,15.36
11/11/2023,9:42:17,930.17,715.71,15.37
11/11/2023,9:42:23,930.32,714.43,15.37
11/11/2023,9:42:29,930.41,713.62,15.38
11/11/2023,9:42:35,930.44,713.32,15.38
11/11/2023,9:42:41,930.35,714.18,15.38
11/11/2023,9:42:47,930.31,714.53,15.38
11/11/2023,9:42:53,930.29,714.63,15.38
11/11/2023,9:42:59,930.31,714.46,15.39
11/11/2023,9:43:5,930.31,714.49,15.39
11/11/2023,9:43:11,930.27,714.81,15.39
11/11/2023,9:43:17,930.33,714.29,15.39
11/11/2023,9:43:23,930.41,713.60,15.38
11/11/2023,9:43:29,930.54,712.44,15.38
11/11/2023,9:43:35,930.56,712.26,15.38
11/11/2023,9:43:41,930.64,711.55,15.37
11/11/2023,9:43:47,930.51,712.74,15.37
11/11/2023,9:43:53,930.24,715.08,15.37
11/11/2023,9:43:59,930.32,714.43,15.37
11/11/2023,9:44:5,930.31,714.45,15.36
11/11/2023,9:44:11,930.31,714.47,15.36
11/11/2023,9:44:17,930.28,714.74,15.36
11/11/2023,9:44:23,930.34,714.23,15.36
11/11/2023,9:44:29,930.30,714.62,15.35
11/11/2023,9:44:35,930.31,714.53,15.36
11/11/2023,9:44:42,930.30,714.55,15.36
11/11/2023,9:44:48,930.26,714.98,15.37
11/11/2023,9:44:54,930.38,713.84,15.37
11/11/2023,9:45:0,930.32,714.43,15.36
11/11/2023,9:45:6,930.37,713.93,15.37
11/11/2023,9:45:12,930.36,714.02,15.36
11/11/2023,9:45:18,930.30,714.55,15.36
11/11/2023,9:45:24,930.33,714.35,15.37
11/11/2023,9:45:30,930.56,712.24,15.37
11/11/2023,9:45:36,930.40,713.67,15.38
11/11/2023,9:45:42,930.38,713.84,15.38
11/11/2023,9:45:48,930.46,713.19,15.38
11/11/2023,9:45:54,930.37,713.99,15.38
11/11/2023,9:46:0,930.43,713.39,15.38
11/11/2023,9:46:6,930.44,713.35,15.39
11/11/2023,9:46:12,930.58,712.09,15.38
11/11/2023,9:46:18,930.52,712.62,15.39
11/11/2023,9:46:24,930.62,711.71,15.38
11/11/2023,9:46:30,930.72,710.79,15.39
11/11/2023,9:46:36,930.49,712.85,15.40
11/11/2023,9:46:42,930.58,712.07,15.39
11/11/2023,9:46:48,930.58,712.08,15.39
11/11/2023,9:46:54,930.54,712.42,15.39
11/11/2023,9:47:0,930.40,713.70,15.38
11/11/2023,9:47:6,930.48,713.00,15.38
11/11/2023,9:47:12,930.53,712.56,15.38
11/11/2023,9:47:18,930.65,711.47,15.38
11/11/2023,9:47:24,930.75,710.57,15.38
11/11/2023,9:47:30,930.75,710.59,15.38
11/11/2023,9:47:36,930.82,709.97,15.39
11/11/2023,9:47:42,931.02,708.15,15.38
11/11/2023,9:47:48,930.94,708.88,15.38
11/11/2023,9:47:54,930.95,708.77,15.38
11/11/2023,9:48:0,931.02,708.16,15.38
11/11/2023,9:48:6,931.02,708.12,15.38
11/11/2023,9:48:12,931.14,707.13,15.38
11/11/2023,9:48:18,931.34,705.35,15.38
11/11/2023,9:48:24,931.38,704.96,15.38
11/11/2023,9:48:30,931.40,704.79,15.38
11/11/2023,9:48:36,931.20,706.53,15.38
11/11/2023,9:49:17,767.75,2279.49,42.50
11/11/2023,9:49:23,930.74,710.64,15.32
11/11/2023,9:49:29,930.46,713.18,15.33
11/11/2023,9:49:35,930.28,714.75,15.34
11/11/2023,9:49:41,929.92,717.95,15.34
11/11/2023,9:49:47,929.59,720.90,15.35
11/11/2023,9:49:53,929.09,725.40,15.35
11/11/2023,9:49:59,928.61,729.63,15.35
11/11/2023,9:50:5,928.01,735.06,15.35
11/11/2023,9:50:11,927.52,739.37,15.35
11/11/2023,9:50:17,927.00,744.03,15.35
11/11/2023,9:50:23,926.47,748.78,15.35
11/11/2023,9:50:29,926.14,751.79,15.35
11/11/2023,9:50:35,926.03,752.72,15.34
11/11/2023,9:50:41,926.39,749.53,15.34
11/11/2023,9:50:47,926.90,744.99,15.35
11/11/2023,9:50:53,927.45,740.04,15.35
11/11/2023,9:50:59,928.10,734.18,15.35
11/11/2023,9:51:5,928.63,729.47,15.34
11/11/2023,9:51:11,929.26,723.83,15.35
11/11/2023,9:51:17,930.61,711.86,15.36
11/11/2023,9:51:23,928.89,727.21,15.35
11/11/2023,9:51:29,931.70,702.11,15.35
11/11/2023,9:51:35,932.36,696.22,15.35
11/11/2023,9:51:41,932.21,697.53,15.36
11/11/2023,9:51:47,932.26,697.15,15.36
11/11/2023,9:51:53,932.42,695.68,15.36
11/11/2023,9:51:59,932.75,692.76,15.36
11/11/2023,9:52:5,932.83,692.01,15.36
11/11/2023,9:52:11,932.95,691.00,15.36
11/11/2023,9:52:17,932.97,690.76,15.36
11/11/2023,9:52:23,933.10,689.66,15.36
11/11/2023,9:52:29,933.05,690.11,15.36
11/11/2023,9:52:35,932.92,691.22,15.35
11/11/2023,9:52:41,932.58,694.29,15.35
11/11/2023,9:52:47,932.45,695.43,15.35
11/11/2023,9:52:53,932.66,693.54,15.35
11/11/2023,9:52:59,933.20,688.79,15.35
11/11/2023,9:53:5,933.77,683.65,15.36
11/11/2023,9:53:11,933.92,682.32,15.36
11/11/2023,9:53:17,933.82,683.19,15.37
11/11/2023,9:53:23,933.74,683.90,15.36
11/11/2023,9:53:29,933.75,683.84,15.37
11/11/2023,9:53:36,933.73,683.99,15.36
11/11/2023,9:53:42,933.74,683.90,15.36
11/11/2023,9:53:48,933.79,683.52,15.36
11/11/2023,9:53:54,933.92,682.33,15.35
11/11/2023,9:54:0,934.37,678.33,15.36
11/11/2023,9:54:6,934.55,676.74,15.35
11/11/2023,9:54:12,934.56,676.67,15.35
11/11/2023,9:54:18,934.64,675.93,15.35
11/11/2023,9:54:24,934.75,674.94,15.35
11/11/2023,9:54:30,934.91,673.56,15.35
11/11/2023,9:54:36,934.83,674.24,15.35
11/11/2023,9:54:42,934.72,675.21,15.35
11/11/2023,9:54:48,934.48,677.38,15.33
11/11/2023,9:54:54,934.59,676.37,15.34
11/11/2023,9:55:0,934.78,674.67,15.34
11/11/2023,9:55:6,935.11,671.79,15.35
11/11/2023,9:55:12,935.50,668.33,15.35
11/11/2023,9:55:18,935.63,667.18,15.36
11/11/2023,9:55:24,935.86,665.14,15.36
11/11/2023,9:55:30,935.85,665.23,15.36
11/11/2023,9:55:36,935.91,664.70,15.36
11/11/2023,9:55:42,935.87,665.05,15.36
11/11/2023,9:55:48,935.62,667.23,15.36
11/11/2023,9:55:54,935.31,670.02,15.36
11/11/2023,9:56:0,935.21,670.85,15.36
11/11/2023,9:56:6,935.67,666.79,15.36
11/11/2023,9:56:12,936.05,663.43,15.37
11/11/2023,9:56:18,936.35,660.79,15.37
11/11/2023,9:56:24,937.29,652.40,15.37
11/11/2023,9:56:30,937.30,652.37,15.38
11/11/2023,9:56:36,937.29,652.37,15.38
11/11/2023,9:57:12,767.75,2279.49,42.50
11/11/2023,9:57:18,936.14,662.63,15.33
11/11/2023,9:57:24,935.89,664.79,15.34
11/11/2023,9:57:30,935.59,667.47,15.34
11/11/2023,9:57:36,935.44,668.82,15.35
11/11/2023,9:57:42,935.16,671.28,15.34
11/11/2023,9:57:48,934.86,674.01,15.35
11/11/2023,9:57:54,935.01,672.67,15.35
11/11/2023,9:58:0,934.91,673.58,15.35
11/11/2023,9:58:6,934.63,676.06,15.34
11/11/2023,9:58:12,934.36,678.43,15.35
11/11/2023,9:58:18,933.98,681.83,15.35
11/11/2023,9:58:24,933.74,683.94,15.36
11/11/2023,9:58:30,933.44,686.63,15.35
11/11/2023,9:58:36,933.24,688.38,15.35
11/11/2023,9:58:42,932.92,691.23,15.35
11/11/2023,9:58:48,932.64,693.68,15.35
11/11/2023,9:58:54,932.20,697.66,15.36
11/11/2023,9:59:0,931.85,700.80,15.36
11/11/2023,9:59:6,931.42,704.57,15.36
11/11/2023,9:59:12,931.06,707.83,15.36
11/11/2023,9:59:18,930.80,710.12,15.38
11/11/2023,9:59:24,930.61,711.78,15.37
11/11/2023,9:59:30,930.51,712.69,15.37
11/11/2023,9:59:36,931.28,705.85,15.38
11/11/2023,9:59:42,930.94,708.89,15.38
11/11/2023,9:59:48,930.55,712.37,15.38
11/11/2023,9:59:54,929.24,724.02,15.39
11/11/2023,10:0:0,928.86,727.42,15.38
11/11/2023,10:0:6,928.38,731.75,15.38
11/11/2023,10:0:12,927.93,735.77,15.38
11/11/2023,10:0:18,927.52,739.40,15.38
11/11/2023,10:0:24,927.27,741.62,15.38
11/11/2023,10:0:30,927.29,741.46,15.38
11/11/2023,10:0:36,927.20,742.28,15.38
11/11/2023,10:0:42,927.08,743.31,15.37
11/11/2023,10:0:48,926.68,746.88,15.37
11/11/2023,10:0:54,926.15,751.67,15.37
11/11/2023,10:1:0,926.47,748.79,15.37
11/11/2023,10:1:6,926.04,752.69,15.37
11/11/2023,10:1:12,925.44,758.00,15.37
11/11/2023,10:1:18,924.14,769.67,15.37
11/11/2023,10:1:24,923.67,773.87,15.37
11/11/2023,10:1:30,923.27,777.46,15.38
11/11/2023,10:1:36,922.93,780.56,15.37
11/11/2023,10:1:42,922.45,784.81,15.37
11/11/2023,10:1:48,921.85,790.23,15.37
11/11/2023,10:1:54,921.04,797.55,15.37
11/11/2023,10:2:0,920.37,803.55,15.37
11/11/2023,10:2:6,919.73,809.33,15.36
11/11/2023,10:2:12,919.13,814.72,15.36
11/11/2023,10:2:19,918.94,816.40,15.36
11/11/2023,10:2:25,918.84,817.36,15.36
11/11/2023,10:2:31,918.82,817.49,15.36
11/11/2023,10:2:37,918.65,819.02,15.36
11/11/2023,10:2:43,918.13,823.69,15.35
11/11/2023,10:2:49,917.51,829.27,15.35
11/11/2023,10:2:55,916.91,834.72,15.34
11/11/2023,10:3:34,767.75,2279.49,42.50
11/11/2023,10:3:40,918.59,819.61,15.29
11/11/2023,10:3:46,919.02,815.67,15.30
11/11/2023,10:3:52,919.51,811.30,15.32
11/11/2023,10:3:58,919.94,807.44,15.33
11/11/2023,10:4:4,920.28,804.31,15.33
11/11/2023,10:4:10,920.58,801.68,15.34
11/11/2023,10:4:16,920.93,798.49,15.34
11/11/2023,10:4:22,921.02,797.69,15.34
11/11/2023,10:4:28,921.15,796.48,15.34
11/11/2023,10:4:34,921.30,795.16,15.33
11/11/2023,10:4:40,921.39,794.40,15.33
11/11/2023,10:4:46,921.23,795.84,15.33
11/11/2023,10:4:52,921.06,797.37,15.33
11/11/2023,10:4:58,921.05,797.47,15.33
11/11/2023,10:5:4,921.33,794.89,15.32
11/11/2023,10:5:10,921.29,795.29,15.33
11/11/2023,10:5:16,921.50,793.42,15.32
11/11/2023,10:5:22,921.48,793.54,15.32
11/11/2023,10:5:28,921.44,793.88,15.30
11/11/2023,10:5:34,921.53,793.10,15.30
11/11/2023,10:5:40,921.53,793.15,15.30
11/11/2023,10:5:46,921.25,795.67,15.30
11/11/2023,10:5:52,921.21,795.95,15.30
11/11/2023,10:5:58,921.18,796.26,15.28
11/11/2023,10:6:4,921.24,795.69,15.27
11/11/2023,10:6:10,921.15,796.53,15.27
11/11/2023,10:6:16,921.24,795.70,15.27
11/11/2023,10:6:22,921.19,796.17,15.26
11/11/2023,10:6:28,921.20,796.04,15.25
11/11/2023,10:6:34,921.11,796.85,15.25
11/11/2023,10:6:40,921.20,796.08,15.24
11/11/2023,10:6:46,921.31,795.06,15.24
11/11/2023,10:6:53,921.23,795.79,15.23
11/11/2023,10:6:59,921.25,795.59,15.24
11/11/2023,10:7:5,921.33,794.94,15.24
