Tarih,Saat,Basinc,Rakim,Sicaklik
9/11/2023,13:33:46,920.66,800.90,20.61
9/11/2023,13:33:52,920.68,800.79,20.63
9/11/2023,13:33:58,920.61,801.35,20.63
9/11/2023,13:34:4,920.63,801.24,20.63
9/11/2023,13:34:10,920.65,801.06,20.63
9/11/2023,13:34:16,920.60,801.46,20.63
9/11/2023,13:34:22,920.60,801.45,20.63
9/11/2023,13:34:28,920.67,800.80,20.62
9/11/2023,13:34:34,920.63,801.20,20.63
9/11/2023,13:34:40,920.66,800.95,20.62
9/11/2023,13:34:46,920.68,800.74,20.62
9/11/2023,13:34:52,920.65,801.02,20.63
9/11/2023,13:34:58,920.58,801.65,20.63
9/11/2023,13:35:4,920.62,801.32,20.63
9/11/2023,13:35:10,920.64,801.15,20.63
9/11/2023,13:35:16,920.69,800.67,20.62
9/11/2023,13:35:22,920.64,801.15,20.62
9/11/2023,13:35:28,920.60,801.51,20.61
9/11/2023,13:35:34,920.68,800.74,20.61
9/11/2023,13:35:40,920.63,801.24,20.61
9/11/2023,13:35:47,920.65,801.01,20.60
9/11/2023,13:35:53,920.65,801.01,20.59
9/11/2023,13:35:59,920.66,800.92,20.59
9/11/2023,13:36:5,920.56,801.82,20.58
9/11/2023,13:36:11,920.66,800.89,20.58
9/11/2023,13:36:17,920.63,801.24,20.58
9/11/2023,13:36:23,920.62,801.33,20.57
9/11/2023,13:36:29,920.60,801.47,20.57
9/11/2023,13:36:35,920.57,801.76,20.56
9/11/2023,13:36:41,920.64,801.15,20.55
9/11/2023,13:36:47,920.54,802.02,20.55
9/11/2023,13:36:53,920.67,800.81,20.55
9/11/2023,13:36:59,920.59,801.55,20.55
9/11/2023,13:37:5,920.62,801.30,20.54
9/11/2023,13:37:11,920.61,801.42,20.54
9/11/2023,13:37:17,920.60,801.51,20.54
9/11/2023,13:37:23,920.50,802.40,20.54
9/11/2023,13:37:29,920.59,801.55,20.51
9/11/2023,13:37:35,920.56,801.87,20.49
9/11/2023,13:37:41,920.63,801.18,20.44
9/11/2023,13:37:47,920.58,801.63,20.42
9/11/2023,13:37:53,920.61,801.35,20.37
9/11/2023,13:37:59,920.50,802.35,20.35
9/11/2023,13:38:5,920.59,801.61,20.30
9/11/2023,13:38:11,920.53,802.13,20.26
9/11/2023,13:38:17,920.55,801.92,20.25
9/11/2023,13:38:23,920.60,801.49,20.21
9/11/2023,13:38:29,920.62,801.28,20.18
9/11/2023,13:38:35,920.57,801.75,20.16
9/11/2023,13:38:41,920.58,801.65,20.12
9/11/2023,13:38:47,920.56,801.87,20.10
9/11/2023,13:38:53,920.56,801.79,20.08
9/11/2023,13:38:59,920.54,802.00,20.05
9/11/2023,13:39:5,920.58,801.68,20.04
9/11/2023,13:39:11,920.54,801.97,20.03
9/11/2023,13:39:17,920.56,801.83,20.05
9/11/2023,13:39:23,920.58,801.69,20.04
9/11/2023,13:39:29,920.54,801.97,20.02
9/11/2023,13:39:35,920.58,801.64,20.01
9/11/2023,13:39:41,920.55,801.95,20.00
9/11/2023,13:39:47,920.57,801.75,19.99
9/11/2023,13:39:53,920.61,801.34,19.96
9/11/2023,13:39:59,920.59,801.56,19.94
9/11/2023,13:40:5,920.53,802.08,19.94
9/11/2023,13:40:11,920.57,801.71,19.94
9/11/2023,13:40:17,920.59,801.55,19.96
9/11/2023,13:40:23,920.50,802.34,19.96
9/11/2023,13:40:29,920.63,801.16,19.95
9/11/2023,13:40:35,920.56,801.83,19.94
9/11/2023,13:40:41,920.52,802.24,19.95
9/11/2023,13:40:47,920.51,802.27,19.93
9/11/2023,13:40:53,920.54,802.04,19.91
9/11/2023,13:40:59,920.56,801.85,19.87
9/11/2023,13:41:5,920.59,801.53,19.84
9/11/2023,13:41:11,920.57,801.72,19.85
9/11/2023,13:41:17,920.57,801.74,19.86
9/11/2023,13:41:23,920.60,801.46,19.86
9/11/2023,13:41:29,920.62,801.28,19.89
9/11/2023,13:41:36,920.57,801.75,19.91
9/11/2023,13:41:42,920.55,801.91,19.92
9/11/2023,13:41:48,920.49,802.45,19.90
9/11/2023,13:41:54,920.61,801.38,19.90
9/11/2023,13:42:0,920.54,802.04,19.89
9/11/2023,13:42:6,920.61,801.38,19.88
9/11/2023,13:42:12,920.52,802.16,19.87
9/11/2023,13:42:18,920.57,801.75,19.86
9/11/2023,13:42:24,920.57,801.70,19.88
9/11/2023,13:42:30,920.65,801.04,19.89
9/11/2023,13:42:36,920.55,801.94,19.88
9/11/2023,13:42:42,920.53,802.14,19.90
9/11/2023,13:42:48,920.57,801.76,19.90
9/11/2023,13:42:54,920.53,802.12,19.87
9/11/2023,13:43:0,920.56,801.81,19.86
9/11/2023,13:43:6,920.61,801.39,19.86
9/11/2023,13:43:12,920.54,802.05,19.84
9/11/2023,13:43:18,920.54,801.99,19.86
9/11/2023,13:43:24,920.62,801.29,19.86
9/11/2023,13:43:30,920.49,802.47,19.87
9/11/2023,13:43:36,920.52,802.22,19.89
9/11/2023,13:43:42,920.61,801.39,19.92
9/11/2023,13:43:48,920.59,801.59,19.92
9/11/2023,13:43:54,920.53,802.06,19.93
9/11/2023,13:44:0,920.47,802.67,19.92
9/11/2023,13:44:6,920.55,801.93,19.93
9/11/2023,13:44:12,920.48,802.56,19.93
9/11/2023,13:44:18,920.56,801.82,19.93
9/11/2023,13:44:24,920.58,801.62,19.93
9/11/2023,13:44:30,920.53,802.13,19.94
9/11/2023,13:44:36,920.56,801.80,19.95
9/11/2023,13:44:42,920.63,801.25,19.94
9/11/2023,13:44:48,920.55,801.91,19.94
9/11/2023,13:44:54,920.60,801.48,19.96
9/11/2023,13:45:0,920.55,801.88,19.95
9/11/2023,13:45:6,920.55,801.95,19.95
9/11/2023,13:45:12,920.58,801.64,19.94
9/11/2023,13:45:18,920.51,802.27,19.96
9/11/2023,13:45:24,920.59,801.57,19.97
9/11/2023,13:45:30,920.59,801.59,19.97
9/11/2023,13:45:36,920.60,801.48,19.98
9/11/2023,13:45:42,920.53,802.10,19.97
9/11/2023,13:45:48,920.59,801.59,19.99
9/11/2023,13:45:54,920.54,802.04,20.00
9/11/2023,13:46:0,920.54,802.05,20.01
9/11/2023,13:46:6,920.59,801.59,20.02
9/11/2023,13:46:12,920.55,801.92,20.03
9/11/2023,13:46:18,920.59,801.55,20.03
9/11/2023,13:46:24,920.58,801.63,20.04
9/11/2023,13:46:30,920.54,802.01,20.05
9/11/2023,13:46:36,920.57,801.75,20.07
9/11/2023,13:46:42,920.58,801.66,20.08
9/11/2023,13:46:48,920.51,802.25,20.09
9/11/2023,13:46:54,920.59,801.54,20.10
9/11/2023,13:47:0,920.53,802.12,20.11
9/11/2023,13:47:6,920.51,802.27,20.13
9/11/2023,13:47:12,920.52,802.15,20.13
9/11/2023,13:47:18,920.54,802.04,20.13
9/11/2023,13:47:24,920.56,801.80,20.14
9/11/2023,13:47:30,920.52,802.19,20.14
9/11/2023,13:47:37,920.54,802.01,20.15
9/11/2023,13:47:43,920.54,802.04,20.16
9/11/2023,13:47:49,920.61,801.38,20.16
9/11/2023,13:47:55,920.48,802.54,20.16
9/11/2023,13:48:1,920.56,801.84,20.16
9/11/2023,13:48:7,920.58,801.62,20.17
9/11/2023,13:48:13,920.57,801.71,20.17
9/11/2023,13:48:19,920.58,801.63,20.18
9/11/2023,13:48:25,920.61,801.41,20.19
9/11/2023,13:48:31,920.58,801.66,20.18
9/11/2023,13:48:37,920.58,801.65,20.19
9/11/2023,13:48:43,920.52,802.19,20.18
9/11/2023,13:48:49,920.56,801.79,20.17
9/11/2023,13:48:55,920.53,802.13,20.17
9/11/2023,13:49:1,920.60,801.51,20.17
9/11/2023,13:49:7,920.53,802.11,20.17
9/11/2023,13:49:13,920.58,801.64,20.18
9/11/2023,13:49:19,920.63,801.17,20.19
9/11/2023,13:49:25,920.56,801.81,20.21
9/11/2023,13:49:31,920.57,801.74,20.23
9/11/2023,13:49:37,920.53,802.06,20.24
9/11/2023,13:49:43,920.55,801.91,20.26
9/11/2023,13:49:49,920.50,802.40,20.27
9/11/2023,13:49:55,920.54,802.04,20.28
9/11/2023,13:50:1,920.50,802.35,20.29
9/11/2023,13:50:7,920.59,801.60,20.30
9/11/2023,13:50:13,920.55,801.96,20.31
9/11/2023,13:50:19,920.52,802.24,20.31
9/11/2023,13:50:25,920.53,802.08,20.31
9/11/2023,13:50:31,920.59,801.59,20.31
9/11/2023,13:50:37,920.54,802.02,20.31
9/11/2023,13:50:43,920.60,801.47,20.30
9/11/2023,13:50:49,920.55,801.94,20.30
9/11/2023,13:50:55,920.54,802.00,20.30
9/11/2023,13:51:1,920.55,801.95,20.29
9/11/2023,13:51:7,920.50,802.37,20.28
9/11/2023,13:51:13,920.59,801.57,20.28
9/11/2023,13:51:19,920.58,801.64,20.27
9/11/2023,13:51:25,920.59,801.53,20.26
9/11/2023,13:51:31,920.62,801.30,20.26
9/11/2023,13:51:37,920.58,801.67,20.26
9/11/2023,13:51:43,920.57,801.76,20.27
9/11/2023,13:51:49,920.52,802.16,20.27
9/11/2023,13:51:55,920.59,801.58,20.28
9/11/2023,13:52:1,920.58,801.67,20.27
9/11/2023,13:52:7,920.50,802.37,20.27
9/11/2023,13:52:13,920.54,802.00,20.27
9/11/2023,13:52:19,920.58,801.70,20.26
9/11/2023,13:52:25,920.54,802.05,20.26
9/11/2023,13:52:31,920.57,801.77,20.27
9/11/2023,13:52:37,920.50,802.36,20.27
9/11/2023,13:52:43,920.57,801.73,20.28
9/11/2023,13:52:49,920.52,802.20,20.27
9/11/2023,13:52:55,920.59,801.59,20.28
9/11/2023,13:53:1,920.54,801.99,20.27
9/11/2023,13:53:7,920.57,801.71,20.27
9/11/2023,13:53:13,920.59,801.55,20.27
9/11/2023,13:53:19,920.53,802.10,20.27
9/11/2023,13:53:25,920.52,802.15,20.27
9/11/2023,13:53:32,920.59,801.60,20.28
9/11/2023,13:53:38,920.59,801.58,20.28
9/11/2023,13:53:44,920.54,802.05,20.27
9/11/2023,13:53:50,920.60,801.48,20.27
9/11/2023,13:53:56,920.64,801.13,20.28
9/11/2023,13:54:2,920.58,801.62,20.29
9/11/2023,13:54:8,920.57,801.73,20.27
9/11/2023,13:54:14,920.60,801.48,20.28
9/11/2023,13:54:20,920.53,802.08,20.26
9/11/2023,13:54:26,920.54,802.00,20.26
9/11/2023,13:54:32,920.51,802.31,20.24
9/11/2023,13:54:38,920.52,802.18,20.25
9/11/2023,13:54:44,920.62,801.31,20.25
9/11/2023,13:54:50,920.61,801.40,20.25
9/11/2023,13:54:56,920.59,801.53,20.26
9/11/2023,13:55:2,920.60,801.46,20.25
9/11/2023,13:55:8,920.57,801.78,20.23
9/11/2023,13:55:14,920.49,802.44,20.23
9/11/2023,13:55:20,920.59,801.57,20.23
9/11/2023,13:55:26,920.52,802.19,20.23
9/11/2023,13:55:32,920.58,801.61,20.23
9/11/2023,13:55:38,920.60,801.44,20.24
9/11/2023,13:55:44,920.51,802.24,20.24
9/11/2023,13:55:50,920.54,802.01,20.25
9/11/2023,13:55:56,920.57,801.77,20.26
9/11/2023,13:56:2,920.57,801.78,20.27
9/11/2023,13:56:8,920.55,801.93,20.27
9/11/2023,13:56:14,920.63,801.24,20.27
9/11/2023,13:56:20,920.57,801.74,20.27
9/11/2023,13:56:26,920.61,801.39,20.29
9/11/2023,13:56:32,920.55,801.95,20.28
9/11/2023,13:56:38,920.58,801.64,20.28
9/11/2023,13:56:44,920.57,801.75,20.28
9/11/2023,13:56:50,920.53,802.13,20.28
9/11/2023,13:56:56,920.55,801.94,20.29
9/11/2023,13:57:2,920.61,801.35,20.29
9/11/2023,13:57:8,920.54,802.04,20.29
9/11/2023,13:57:14,920.60,801.46,20.29
9/11/2023,13:57:20,920.56,801.83,20.29
9/11/2023,13:57:26,920.57,801.77,20.28
9/11/2023,13:57:32,920.64,801.08,20.29
9/11/2023,13:57:38,920.68,800.74,20.30
9/11/2023,13:57:44,920.61,801.34,20.30
9/11/2023,13:57:50,920.60,801.51,20.31
9/11/2023,13:57:56,920.62,801.33,20.32
9/11/2023,13:58:2,920.56,801.85,20.31
9/11/2023,13:58:8,920.59,801.57,20.31
9/11/2023,13:58:14,920.62,801.28,20.31
9/11/2023,13:58:20,920.57,801.75,20.31
9/11/2023,13:58:26,920.67,800.87,20.32
9/11/2023,13:58:32,920.62,801.32,20.30
9/11/2023,13:58:38,920.53,802.07,20.32
9/11/2023,13:58:44,920.63,801.19,20.32
9/11/2023,13:58:50,920.62,801.33,20.33
9/11/2023,13:58:56,920.54,801.99,20.33
9/11/2023,13:59:2,920.65,801.02,20.32
9/11/2023,13:59:8,920.59,801.54,20.32
9/11/2023,13:59:14,920.65,801.04,20.33
9/11/2023,13:59:20,920.61,801.42,20.32
9/11/2023,13:59:26,920.63,801.16,20.32
9/11/2023,13:59:33,920.56,801.83,20.33
9/11/2023,13:59:39,920.64,801.10,20.33
9/11/2023,13:59:45,920.58,801.65,20.33
9/11/2023,13:59:51,920.58,801.70,20.32
9/11/2023,13:59:57,920.59,801.53,20.33
9/11/2023,14:0:3,920.63,801.21,20.31
9/11/2023,14:0:9,920.58,801.62,20.29
9/11/2023,14:0:15,920.61,801.36,20.28
9/11/2023,14:0:21,920.65,801.05,20.26
9/11/2023,14:0:27,920.60,801.48,20.26
9/11/2023,14:0:33,920.67,800.87,20.25
9/11/2023,14:0:39,920.57,801.75,20.25
9/11/2023,14:0:45,920.54,802.02,20.26
9/11/2023,14:0:51,920.63,801.22,20.26
9/11/2023,14:0:57,920.60,801.47,20.25
9/11/2023,14:1:3,920.53,802.13,20.25
9/11/2023,14:1:9,920.61,801.35,20.25
9/11/2023,14:1:15,920.59,801.58,20.25
9/11/2023,14:1:21,920.65,801.05,20.25
9/11/2023,14:1:27,920.59,801.56,20.24
9/11/2023,14:1:33,920.60,801.47,20.25
9/11/2023,14:1:39,920.62,801.25,20.25
9/11/2023,14:1:45,920.58,801.66,20.26
9/11/2023,14:1:51,920.61,801.43,20.26
9/11/2023,14:1:57,920.66,800.94,20.26
9/11/2023,14:2:3,920.60,801.44,20.26
9/11/2023,14:2:9,920.57,801.74,20.26
9/11/2023,14:2:15,920.63,801.23,20.27
9/11/2023,14:2:21,920.60,801.46,20.27
9/11/2023,14:2:27,920.67,800.83,20.28
9/11/2023,14:2:33,920.62,801.32,20.27
9/11/2023,14:2:39,920.59,801.54,20.27
9/11/2023,14:2:45,920.55,801.95,20.27
9/11/2023,14:2:51,920.53,802.15,20.27
9/11/2023,14:2:57,920.59,801.55,20.28
9/11/2023,14:3:3,920.52,802.15,20.28
9/11/2023,14:3:9,920.53,802.14,20.27
9/11/2023,14:3:15,920.65,800.99,20.27
9/11/2023,14:3:21,920.63,801.19,20.28
9/11/2023,14:3:27,920.59,801.52,20.27
9/11/2023,14:3:33,920.61,801.39,20.27
9/11/2023,14:3:39,920.61,801.42,20.28
9/11/2023,14:3:45,920.56,801.88,20.27
9/11/2023,14:3:51,920.57,801.75,20.27
9/11/2023,14:3:57,920.58,801.62,20.27
9/11/2023,14:4:3,920.52,802.16,20.28
9/11/2023,14:4:9,920.61,801.37,20.27
9/11/2023,14:4:15,920.57,801.71,20.28
9/11/2023,14:4:21,920.61,801.41,20.27
9/11/2023,14:4:27,920.58,801.63,20.27
9/11/2023,14:4:33,920.62,801.32,20.28
9/11/2023,14:4:39,920.51,802.27,20.29
9/11/2023,14:4:45,920.61,801.34,20.30
9/11/2023,14:4:51,920.62,801.30,20.30
9/11/2023,14:4:57,920.58,801.64,20.31
9/11/2023,14:5:3,920.58,801.64,20.31
9/11/2023,14:5:9,920.59,801.59,20.31
9/11/2023,14:5:15,920.60,801.45,20.31
9/11/2023,14:5:21,920.63,801.24,20.30
9/11/2023,14:5:27,920.58,801.64,20.31
9/11/2023,14:5:34,920.56,801.85,20.31
9/11/2023,14:5:40,920.62,801.27,20.32
9/11/2023,14:5:46,920.51,802.32,20.32
9/11/2023,14:5:52,920.56,801.86,20.34
9/11/2023,14:5:58,920.58,801.63,20.35
9/11/2023,14:6:4,920.59,801.60,20.36
9/11/2023,14:6:10,920.57,801.78,20.37
9/11/2023,14:6:16,920.60,801.46,20.37
9/11/2023,14:6:22,920.56,801.87,20.38
9/11/2023,14:6:28,920.53,802.11,20.38
9/11/2023,14:6:34,920.57,801.76,20.38
9/11/2023,14:6:40,920.55,801.88,20.38
9/11/2023,14:6:46,920.66,800.92,20.38
9/11/2023,14:6:52,920.63,801.24,20.38
9/11/2023,14:6:58,920.54,802.04,20.37
9/11/2023,14:7:4,920.59,801.56,20.36
9/11/2023,14:7:10,920.61,801.41,20.35
9/11/2023,14:7:16,920.58,801.68,20.35
9/11/2023,14:7:22,920.61,801.38,20.35
9/11/2023,14:7:28,920.60,801.44,20.35
9/11/2023,14:7:34,920.57,801.75,20.34
9/11/2023,14:7:40,920.61,801.39,20.35
9/11/2023,14:7:46,920.65,801.02,20.35
9/11/2023,14:7:52,920.57,801.76,20.35
9/11/2023,14:7:58,920.54,801.98,20.34
9/11/2023,14:8:4,920.55,801.94,20.34
9/11/2023,14:8:10,920.58,801.65,20.33
9/11/2023,14:8:16,920.62,801.27,20.34
9/11/2023,14:8:22,920.61,801.37,20.33
9/11/2023,14:8:28,920.66,800.92,20.33
9/11/2023,14:8:34,920.63,801.22,20.33
9/11/2023,14:8:40,920.53,802.09,20.33
9/11/2023,14:8:46,920.57,801.77,20.32
9/11/2023,14:8:52,920.56,801.85,20.33
9/11/2023,14:8:58,920.65,801.02,20.33
9/11/2023,14:9:4,920.60,801.47,20.34
9/11/2023,14:9:10,920.53,802.11,20.33
9/11/2023,14:9:16,920.57,801.75,20.34
9/11/2023,14:9:22,920.56,801.86,20.33
9/11/2023,14:9:28,920.59,801.53,20.33
9/11/2023,14:9:34,920.60,801.44,20.34
9/11/2023,14:9:40,920.54,801.98,20.34
9/11/2023,14:9:46,920.63,801.21,20.33
9/11/2023,14:9:52,920.56,801.87,20.33
9/11/2023,14:9:58,920.60,801.47,20.33
9/11/2023,14:10:4,920.65,801.00,20.32
9/11/2023,14:10:10,920.63,801.23,20.33
9/11/2023,14:10:16,920.65,801.06,20.34
9/11/2023,14:10:22,920.55,801.92,20.36
9/11/2023,14:10:28,920.60,801.51,20.37
9/11/2023,14:10:34,920.57,801.75,20.38
9/11/2023,14:10:40,920.57,801.71,20.38
9/11/2023,14:10:46,920.60,801.52,20.38
9/11/2023,14:10:52,920.56,801.79,20.37
9/11/2023,14:10:58,920.55,801.94,20.38
9/11/2023,14:11:4,920.55,801.94,20.37
9/11/2023,14:11:10,920.55,801.94,20.37
9/11/2023,14:11:16,920.60,801.50,20.37
9/11/2023,14:11:22,920.62,801.30,20.36
9/11/2023,14:11:29,920.58,801.69,20.37
9/11/2023,14:11:35,920.61,801.41,20.37
9/11/2023,14:11:41,920.57,801.76,20.37
9/11/2023,14:11:47,920.53,802.09,20.37
9/11/2023,14:11:53,920.56,801.81,20.37
9/11/2023,14:11:59,920.58,801.62,20.37
9/11/2023,14:12:5,920.52,802.15,20.35
9/11/2023,14:12:11,920.54,802.02,20.35
9/11/2023,14:12:17,920.59,801.53,20.35
9/11/2023,14:12:23,920.62,801.32,20.34
9/11/2023,14:12:29,920.58,801.66,20.33
9/11/2023,14:12:35,920.57,801.76,20.33
9/11/2023,14:12:41,920.64,801.08,20.32
9/11/2023,14:12:47,920.56,801.84,20.31
9/11/2023,14:12:53,920.55,801.96,20.31
9/11/2023,14:12:59,920.51,802.27,20.30
9/11/2023,14:13:5,920.64,801.13,20.31
9/11/2023,14:13:11,920.62,801.34,20.33
9/11/2023,14:13:17,920.63,801.18,20.33
9/11/2023,14:13:23,920.66,800.89,20.34
9/11/2023,14:13:29,920.55,801.88,20.34
9/11/2023,14:13:35,920.58,801.62,20.34
9/11/2023,14:13:41,920.61,801.42,20.34
9/11/2023,14:13:47,920.63,801.23,20.35
9/11/2023,14:13:53,920.59,801.56,20.35
9/11/2023,14:13:59,920.66,800.97,20.36
9/11/2023,14:14:5,920.60,801.48,20.35
9/11/2023,14:14:11,920.62,801.25,20.35
9/11/2023,14:14:17,920.68,800.71,20.35
9/11/2023,14:14:23,920.62,801.27,20.35
9/11/2023,14:14:29,920.57,801.74,20.35
9/11/2023,14:14:35,920.58,801.61,20.34
9/11/2023,14:14:41,920.63,801.20,20.35
9/11/2023,14:14:47,920.59,801.55,20.34
9/11/2023,14:14:53,920.62,801.34,20.35
9/11/2023,14:14:59,920.65,801.02,20.35
9/11/2023,14:15:5,920.63,801.19,20.35
9/11/2023,14:15:11,920.61,801.41,20.35
9/11/2023,14:15:17,920.58,801.69,20.35
9/11/2023,14:15:23,920.56,801.83,20.36
9/11/2023,14:15:29,920.65,801.06,20.36
9/11/2023,14:15:35,920.60,801.47,20.36
9/11/2023,14:15:41,920.55,801.90,20.36
9/11/2023,14:15:47,920.59,801.55,20.36
9/11/2023,14:15:53,920.63,801.19,20.36
9/11/2023,14:15:59,920.56,801.86,20.36
9/11/2023,14:16:5,920.62,801.29,20.36
9/11/2023,14:16:11,920.61,801.38,20.35
9/11/2023,14:16:17,920.65,800.98,20.35
9/11/2023,14:16:23,920.63,801.24,20.35
9/11/2023,14:16:29,920.60,801.45,20.35
9/11/2023,14:16:35,920.56,801.83,20.34
9/11/2023,14:16:41,920.55,801.93,20.34
9/11/2023,14:16:47,920.61,801.34,20.34
9/11/2023,14:16:53,920.64,801.15,20.34
9/11/2023,14:16:59,920.60,801.51,20.33
9/11/2023,14:17:5,920.59,801.55,20.33
9/11/2023,14:17:11,920.57,801.77,20.33
9/11/2023,14:17:17,920.61,801.37,20.33
9/11/2023,14:17:23,920.53,802.09,20.33
9/11/2023,14:17:30,920.59,801.60,20.33
9/11/2023,14:17:36,920.60,801.50,20.34
9/11/2023,14:17:42,920.57,801.72,20.34
9/11/2023,14:17:48,920.56,801.82,20.34
9/11/2023,14:17:54,920.59,801.58,20.34
9/11/2023,14:18:0,920.54,802.03,20.34
9/11/2023,14:18:6,920.56,801.82,20.35
9/11/2023,14:18:12,920.59,801.60,20.36
9/11/2023,14:18:18,920.62,801.29,20.37
9/11/2023,14:18:24,920.66,800.96,20.36
9/11/2023,14:18:30,920.63,801.24,20.37
9/11/2023,14:18:36,920.59,801.53,20.37
9/11/2023,14:18:42,920.62,801.28,20.37
9/11/2023,14:18:48,920.57,801.71,20.36
9/11/2023,14:18:54,920.60,801.49,20.36
9/11/2023,14:19:0,920.49,802.43,20.37
9/11/2023,14:19:6,920.61,801.40,20.36
9/11/2023,14:19:12,920.50,802.34,20.36
9/11/2023,14:19:18,920.55,801.94,20.35
9/11/2023,14:19:24,920.63,801.18,20.35
9/11/2023,14:19:30,920.53,802.09,20.36
9/11/2023,14:19:36,920.58,801.65,20.36
9/11/2023,14:19:42,920.58,801.67,20.36
9/11/2023,14:19:48,920.59,801.58,20.36
9/11/2023,14:19:54,920.54,802.02,20.37
9/11/2023,14:20:0,920.54,802.05,20.37
9/11/2023,14:20:6,920.55,801.95,20.36
9/11/2023,14:20:12,920.57,801.75,20.36
9/11/2023,14:20:18,920.53,802.08,20.37
9/11/2023,14:20:24,920.52,802.19,20.37
9/11/2023,14:20:30,920.55,801.91,20.38
9/11/2023,14:20:36,920.58,801.69,20.38
9/11/2023,14:20:42,920.60,801.46,20.39
9/11/2023,14:20:48,920.54,802.01,20.40
9/11/2023,14:20:54,920.55,801.92,20.40
9/11/2023,14:21:0,920.52,802.17,20.42
9/11/2023,14:21:6,920.59,801.58,20.43
9/11/2023,14:21:12,920.65,801.07,20.43
9/11/2023,14:21:18,920.59,801.60,20.44
9/11/2023,14:21:24,920.55,801.92,20.44
9/11/2023,14:21:30,920.57,801.78,20.44
9/11/2023,14:21:36,920.56,801.85,20.44
9/11/2023,14:21:42,920.54,801.99,20.44
9/11/2023,14:21:48,920.62,801.25,20.44
9/11/2023,14:21:54,920.54,801.98,20.44
9/11/2023,14:22:0,920.64,801.15,20.44
9/11/2023,14:22:6,920.58,801.65,20.45
9/11/2023,14:22:12,920.57,801.70,20.45
9/11/2023,14:22:18,920.58,801.64,20.44
9/11/2023,14:22:24,920.52,802.17,20.44
9/11/2023,14:22:30,920.55,801.92,20.43
9/11/2023,14:22:36,920.63,801.24,20.43
9/11/2023,14:22:42,920.62,801.27,20.43
9/11/2023,14:22:48,920.55,801.96,20.41
9/11/2023,14:22:54,920.55,801.89,20.42
9/11/2023,14:23:0,920.62,801.27,20.42
9/11/2023,14:23:6,920.60,801.51,20.41
9/11/2023,14:23:12,920.63,801.19,20.41
9/11/2023,14:23:18,920.62,801.34,20.41
9/11/2023,14:23:24,920.60,801.47,20.41
9/11/2023,14:23:31,920.60,801.45,20.41
9/11/2023,14:23:37,920.60,801.46,20.42
9/11/2023,14:23:43,920.57,801.74,20.42
9/11/2023,14:23:49,920.58,801.63,20.42
9/11/2023,14:23:55,920.59,801.60,20.42
9/11/2023,14:24:1,920.55,801.89,20.42
9/11/2023,14:24:7,920.51,802.24,20.41
9/11/2023,14:24:13,920.59,801.57,20.41
9/11/2023,14:24:19,920.54,802.00,20.41
9/11/2023,14:24:25,920.57,801.75,20.42
9/11/2023,14:24:31,920.57,801.76,20.42
9/11/2023,14:24:37,920.58,801.68,20.42
9/11/2023,14:24:43,920.61,801.40,20.41
9/11/2023,14:24:49,920.60,801.51,20.42
9/11/2023,14:24:55,920.58,801.61,20.42
9/11/2023,14:25:1,920.58,801.67,20.43
9/11/2023,14:25:7,920.58,801.68,20.43
9/11/2023,14:25:13,920.59,801.57,20.43
9/11/2023,14:25:19,920.60,801.45,20.43
9/11/2023,14:25:25,920.51,802.31,20.43
9/11/2023,14:25:31,920.57,801.74,20.44
9/11/2023,14:25:37,920.60,801.51,20.44
9/11/2023,14:25:43,920.62,801.32,20.44
9/11/2023,14:25:49,920.50,802.41,20.44
9/11/2023,14:25:55,920.59,801.57,20.45
9/11/2023,14:26:1,920.59,801.60,20.44
9/11/2023,14:26:7,920.57,801.70,20.44
9/11/2023,14:26:13,920.57,801.76,20.44
9/11/2023,14:26:19,920.62,801.27,20.44
9/11/2023,14:26:25,920.64,801.08,20.44
9/11/2023,14:26:31,920.58,801.68,20.45
9/11/2023,14:26:37,920.60,801.51,20.45
9/11/2023,14:26:43,920.63,801.21,20.45
9/11/2023,14:26:49,920.60,801.45,20.45
9/11/2023,14:26:55,920.49,802.43,20.45
9/11/2023,14:27:1,920.58,801.65,20.45
9/11/2023,14:27:7,920.65,801.01,20.45
9/11/2023,14:27:13,920.53,802.07,20.45
9/11/2023,14:27:19,920.59,801.56,20.45
9/11/2023,14:27:25,920.54,802.00,20.45
9/11/2023,14:27:31,920.61,801.35,20.46
9/11/2023,14:27:37,920.59,801.54,20.46
9/11/2023,14:27:43,920.51,802.25,20.46
9/11/2023,14:27:49,920.65,801.00,20.46
9/11/2023,14:27:55,920.61,801.38,20.46
9/11/2023,14:28:1,920.61,801.39,20.46
9/11/2023,14:28:7,920.53,802.13,20.46
9/11/2023,14:28:13,920.59,801.57,20.45
9/11/2023,14:28:19,920.58,801.69,20.46
9/11/2023,14:28:25,920.60,801.50,20.46
9/11/2023,14:28:31,920.56,801.81,20.46
9/11/2023,14:28:37,920.50,802.40,20.44
9/11/2023,14:28:43,920.59,801.55,20.43
9/11/2023,14:28:49,920.58,801.62,20.43
9/11/2023,14:28:55,920.60,801.46,20.44
9/11/2023,14:29:1,920.56,801.79,20.44
9/11/2023,14:29:7,920.55,801.89,20.44
9/11/2023,14:29:13,920.57,801.71,20.43
9/11/2023,14:29:19,920.64,801.09,20.43
9/11/2023,14:29:25,920.60,801.45,20.42
9/11/2023,14:29:32,920.66,800.93,20.42
9/11/2023,14:29:38,920.63,801.19,20.44
